,psu,hhld,season,dist,vdcmun,ward,location_region_HIMALAYAS_HILLS_TERAI,location_province
128,1007,9,Rainy Season,Panchthar,13,6,2,1
129,1007,20,Rainy Season,Panchthar,13,6,2,1
130,1007,12,Rainy Season,Panchthar,13,6,2,1
131,1007,15,Rainy Season,Panchthar,13,6,2,1
132,1007,2,Rainy Season,Panchthar,13,6,2,1
133,1007,5,Rainy Season,Panchthar,13,6,2,1
134,1007,8,Rainy Season,Panchthar,13,6,2,1
135,1007,7,Rainy Season,Panchthar,13,6,2,1
136,1007,4,Rainy Season,Panchthar,13,6,2,1
137,1007,10,Rainy Season,Panchthar,13,6,2,1
138,1007,6,Rainy Season,Panchthar,13,6,2,1
139,1007,13,Rainy Season,Panchthar,13,6,2,1
140,1007,17,Rainy Season,Panchthar,13,6,2,1
141,1008,17,Winter Season,Panchthar,21,9,2,1
142,1008,9,Winter Season,Panchthar,21,9,2,1
143,1008,7,Winter Season,Panchthar,21,9,2,1
144,1008,11,Winter Season,Panchthar,21,9,2,1
145,1008,16,Winter Season,Panchthar,21,9,2,1
146,1008,2,Winter Season,Panchthar,21,9,2,1
147,1008,15,Winter Season,Panchthar,21,9,2,1
148,1008,6,Winter Season,Panchthar,21,9,2,1
149,1008,4,Winter Season,Panchthar,21,9,2,1
150,1008,12,Winter Season,Panchthar,21,9,2,1
151,1008,18,Winter Season,Panchthar,21,9,2,1
152,1008,19,Winter Season,Panchthar,21,9,2,1
153,1008,14,Winter Season,Panchthar,21,9,2,1
154,1008,1,Winter Season,Panchthar,21,9,2,1
155,1008,3,Winter Season,Panchthar,21,9,2,1
156,1008,13,Winter Season,Panchthar,21,9,2,1
157,1008,8,Winter Season,Panchthar,21,9,2,1
158,1008,20,Winter Season,Panchthar,21,9,2,1
159,1008,10,Winter Season,Panchthar,21,9,2,1
160,1008,5,Winter Season,Panchthar,21,9,2,1
161,1009,20,Winter Season,Ilam,6,8,2,1
162,1009,19,Winter Season,Ilam,6,8,2,1
163,1009,3,Winter Season,Ilam,6,8,2,1
164,1009,7,Winter Season,Ilam,6,8,2,1
165,1009,1,Winter Season,Ilam,6,8,2,1
166,1009,6,Winter Season,Ilam,6,8,2,1
167,1009,13,Winter Season,Ilam,6,8,2,1
168,1009,15,Winter Season,Ilam,6,8,2,1
169,1009,14,Winter Season,Ilam,6,8,2,1
170,1009,5,Winter Season,Ilam,6,8,2,1
171,1009,2,Winter Season,Ilam,6,8,2,1
172,1009,18,Winter Season,Ilam,6,8,2,1
173,1009,8,Winter Season,Ilam,6,8,2,1
174,1009,4,Winter Season,Ilam,6,8,2,1
175,1009,9,Winter Season,Ilam,6,8,2,1
176,1009,17,Winter Season,Ilam,6,8,2,1
177,1009,11,Winter Season,Ilam,6,8,2,1
178,1009,16,Winter Season,Ilam,6,8,2,1
179,1009,10,Winter Season,Ilam,6,8,2,1
180,1009,12,Winter Season,Ilam,6,8,2,1
181,1010,6,Winter Season,Ilam,9,1,2,1
182,1010,14,Winter Season,Ilam,9,1,2,1
183,1010,10,Winter Season,Ilam,9,1,2,1
184,1010,3,Winter Season,Ilam,9,1,2,1
185,1010,2,Winter Season,Ilam,9,1,2,1
186,1010,13,Winter Season,Ilam,9,1,2,1
187,1010,7,Winter Season,Ilam,9,1,2,1
188,1010,16,Winter Season,Ilam,9,1,2,1
189,1010,20,Winter Season,Ilam,9,1,2,1
190,1010,1,Winter Season,Ilam,9,1,2,1
191,1010,15,Winter Season,Ilam,9,1,2,1
192,1010,18,Winter Season,Ilam,9,1,2,1
193,1010,8,Winter Season,Ilam,9,1,2,1
194,1010,4,Winter Season,Ilam,9,1,2,1
195,1010,19,Winter Season,Ilam,9,1,2,1
196,1010,11,Winter Season,Ilam,9,1,2,1
197,1010,17,Winter Season,Ilam,9,1,2,1
198,1010,9,Winter Season,Ilam,9,1,2,1
199,1010,12,Winter Season,Ilam,9,1,2,1
200,1010,5,Winter Season,Ilam,9,1,2,1
201,1011,16,Winter Season,Ilam,15,9,2,1
202,1011,4,Winter Season,Ilam,15,9,2,1
203,1011,8,Winter Season,Ilam,15,9,2,1
204,1011,14,Winter Season,Ilam,15,9,2,1
205,1011,19,Winter Season,Ilam,15,9,2,1
206,1011,1,Winter Season,Ilam,15,9,2,1
207,1011,11,Winter Season,Ilam,15,9,2,1
208,1011,13,Winter Season,Ilam,15,9,2,1
209,1011,20,Winter Season,Ilam,15,9,2,1
210,1011,18,Winter Season,Ilam,15,9,2,1
211,1011,2,Winter Season,Ilam,15,9,2,1
212,1011,7,Winter Season,Ilam,15,9,2,1
213,1011,9,Winter Season,Ilam,15,9,2,1
214,1011,17,Winter Season,Ilam,15,9,2,1
215,1011,15,Winter Season,Ilam,15,9,2,1
216,1011,3,Winter Season,Ilam,15,9,2,1
217,1011,10,Winter Season,Ilam,15,9,2,1
218,1011,6,Winter Season,Ilam,15,9,2,1
219,1011,12,Winter Season,Ilam,15,9,2,1
220,1011,5,Winter Season,Ilam,15,9,2,1
221,1012,7,Dry Season,Ilam,22,7,2,1
222,1012,12,Dry Season,Ilam,22,7,2,1
223,1012,19,Dry Season,Ilam,22,7,2,1
224,1012,6,Dry Season,Ilam,22,7,2,1
225,1012,14,Dry Season,Ilam,22,7,2,1
226,1012,20,Dry Season,Ilam,22,7,2,1
227,1012,16,Dry Season,Ilam,22,7,2,1
228,1012,5,Dry Season,Ilam,22,7,2,1
229,1012,15,Dry Season,Ilam,22,7,2,1
230,1012,2,Dry Season,Ilam,22,7,2,1
231,1012,11,Dry Season,Ilam,22,7,2,1
232,1012,17,Dry Season,Ilam,22,7,2,1
233,1012,18,Dry Season,Ilam,22,7,2,1
234,1012,10,Dry Season,Ilam,22,7,2,1
235,1012,3,Dry Season,Ilam,22,7,2,1
236,1012,1,Dry Season,Ilam,22,7,2,1
237,1012,13,Dry Season,Ilam,22,7,2,1
238,1012,9,Dry Season,Ilam,22,7,2,1
239,1012,8,Dry Season,Ilam,22,7,2,1
240,1012,4,Dry Season,Ilam,22,7,2,1
241,1013,8,Dry Season,Ilam,33,9,2,1
242,1013,19,Dry Season,Ilam,33,9,2,1
243,1013,7,Dry Season,Ilam,33,9,2,1
244,1013,13,Dry Season,Ilam,33,9,2,1
245,1013,15,Dry Season,Ilam,33,9,2,1
246,1013,1,Dry Season,Ilam,33,9,2,1
247,1013,20,Dry Season,Ilam,33,9,2,1
248,1013,5,Dry Season,Ilam,33,9,2,1
249,1013,18,Dry Season,Ilam,33,9,2,1
250,1013,11,Dry Season,Ilam,33,9,2,1
251,1013,2,Dry Season,Ilam,33,9,2,1
252,1013,4,Dry Season,Ilam,33,9,2,1
253,1013,12,Dry Season,Ilam,33,9,2,1
254,1013,14,Dry Season,Ilam,33,9,2,1
255,1013,9,Dry Season,Ilam,33,9,2,1
256,1013,6,Dry Season,Ilam,33,9,2,1
257,1013,3,Dry Season,Ilam,33,9,2,1
258,1013,17,Dry Season,Ilam,33,9,2,1
259,1013,16,Dry Season,Ilam,33,9,2,1
260,1013,10,Dry Season,Ilam,33,9,2,1
261,1014,5,Winter Season,Ilam,42,9,2,1
262,1014,12,Winter Season,Ilam,42,9,2,1
263,1014,9,Winter Season,Ilam,42,9,2,1
264,1014,6,Winter Season,Ilam,42,9,2,1
265,1014,7,Winter Season,Ilam,42,9,2,1
266,1014,10,Winter Season,Ilam,42,9,2,1
267,1014,16,Winter Season,Ilam,42,9,2,1
268,1014,2,Winter Season,Ilam,42,9,2,1
269,1014,20,Winter Season,Ilam,42,9,2,1
270,1014,17,Winter Season,Ilam,42,9,2,1
271,1014,3,Winter Season,Ilam,42,9,2,1
272,1014,11,Winter Season,Ilam,42,9,2,1
273,1014,14,Winter Season,Ilam,42,9,2,1
274,1014,13,Winter Season,Ilam,42,9,2,1
275,1014,18,Winter Season,Ilam,42,9,2,1
276,1014,19,Winter Season,Ilam,42,9,2,1
277,1014,4,Winter Season,Ilam,42,9,2,1
278,1014,8,Winter Season,Ilam,42,9,2,1
279,1014,15,Winter Season,Ilam,42,9,2,1
280,1014,1,Winter Season,Ilam,42,9,2,1
281,1015,18,Winter Season,Ilam,8,7,2,1
282,1015,1,Winter Season,Ilam,8,7,2,1
283,1015,11,Winter Season,Ilam,8,7,2,1
284,1015,4,Winter Season,Ilam,8,7,2,1
285,1015,12,Winter Season,Ilam,8,7,2,1
286,1015,13,Winter Season,Ilam,8,7,2,1
287,1015,17,Winter Season,Ilam,8,7,2,1
288,1015,5,Winter Season,Ilam,8,7,2,1
289,1015,2,Winter Season,Ilam,8,7,2,1
290,1015,19,Winter Season,Ilam,8,7,2,1
291,1015,14,Winter Season,Ilam,8,7,2,1
292,1015,16,Winter Season,Ilam,8,7,2,1
293,1015,6,Winter Season,Ilam,8,7,2,1
294,1015,10,Winter Season,Ilam,8,7,2,1
295,1015,3,Winter Season,Ilam,8,7,2,1
296,1015,15,Winter Season,Ilam,8,7,2,1
297,1015,7,Winter Season,Ilam,8,7,2,1
298,1015,9,Winter Season,Ilam,8,7,2,1
299,1015,8,Winter Season,Ilam,8,7,2,1
300,1015,20,Winter Season,Ilam,8,7,2,1
301,1016,11,Dry Season,Ilam,28,2,2,1
302,1016,1,Dry Season,Ilam,28,2,2,1
303,1016,9,Dry Season,Ilam,28,2,2,1
304,1016,14,Dry Season,Ilam,28,2,2,1
305,1016,4,Dry Season,Ilam,28,2,2,1
306,1016,7,Dry Season,Ilam,28,2,2,1
307,1016,18,Dry Season,Ilam,28,2,2,1
308,1016,17,Dry Season,Ilam,28,2,2,1
309,1016,6,Dry Season,Ilam,28,2,2,1
310,1016,3,Dry Season,Ilam,28,2,2,1
311,1016,15,Dry Season,Ilam,28,2,2,1
312,1016,5,Dry Season,Ilam,28,2,2,1
313,1016,19,Dry Season,Ilam,28,2,2,1
314,1016,16,Dry Season,Ilam,28,2,2,1
315,1016,20,Dry Season,Ilam,28,2,2,1
316,1016,10,Dry Season,Ilam,28,2,2,1
317,1016,12,Dry Season,Ilam,28,2,2,1
318,1016,8,Dry Season,Ilam,28,2,2,1
319,1016,2,Dry Season,Ilam,28,2,2,1
320,1016,13,Dry Season,Ilam,28,2,2,1
321,1017,2,Rainy Season,Jhapa,6,8,3,1
322,1017,16,Rainy Season,Jhapa,6,8,3,1
323,1017,20,Rainy Season,Jhapa,6,8,3,1
324,1017,9,Rainy Season,Jhapa,6,8,3,1
325,1017,1,Rainy Season,Jhapa,6,8,3,1
326,1017,10,Rainy Season,Jhapa,6,8,3,1
327,1017,6,Rainy Season,Jhapa,6,8,3,1
328,1017,7,Rainy Season,Jhapa,6,8,3,1
329,1017,5,Rainy Season,Jhapa,6,8,3,1
330,1017,19,Rainy Season,Jhapa,6,8,3,1
331,1017,3,Rainy Season,Jhapa,6,8,3,1
332,1017,11,Rainy Season,Jhapa,6,8,3,1
333,1017,17,Rainy Season,Jhapa,6,8,3,1
334,1017,15,Rainy Season,Jhapa,6,8,3,1
335,1017,18,Rainy Season,Jhapa,6,8,3,1
336,1017,4,Rainy Season,Jhapa,6,8,3,1
337,1017,12,Rainy Season,Jhapa,6,8,3,1
338,1017,13,Rainy Season,Jhapa,6,8,3,1
339,1017,8,Rainy Season,Jhapa,6,8,3,1
340,1017,14,Rainy Season,Jhapa,6,8,3,1
341,1018,5,Rainy Season,Jhapa,7,1,3,1
342,1018,12,Rainy Season,Jhapa,7,1,3,1
343,1018,18,Rainy Season,Jhapa,7,1,3,1
344,1018,19,Rainy Season,Jhapa,7,1,3,1
345,1018,15,Rainy Season,Jhapa,7,1,3,1
346,1018,9,Rainy Season,Jhapa,7,1,3,1
347,1018,2,Rainy Season,Jhapa,7,1,3,1
348,1018,20,Rainy Season,Jhapa,7,1,3,1
349,1018,14,Rainy Season,Jhapa,7,1,3,1
350,1018,11,Rainy Season,Jhapa,7,1,3,1
351,1018,3,Rainy Season,Jhapa,7,1,3,1
352,1018,1,Rainy Season,Jhapa,7,1,3,1
353,1018,8,Rainy Season,Jhapa,7,1,3,1
354,1018,13,Rainy Season,Jhapa,7,1,3,1
355,1018,4,Rainy Season,Jhapa,7,1,3,1
356,1018,7,Rainy Season,Jhapa,7,1,3,1
357,1018,6,Rainy Season,Jhapa,7,1,3,1
358,1018,10,Rainy Season,Jhapa,7,1,3,1
359,1018,17,Rainy Season,Jhapa,7,1,3,1
360,1018,16,Rainy Season,Jhapa,7,1,3,1
361,1019,5,Dry Season,Jhapa,8,6,3,1
362,1019,8,Dry Season,Jhapa,8,6,3,1
363,1019,16,Dry Season,Jhapa,8,6,3,1
364,1019,17,Dry Season,Jhapa,8,6,3,1
365,1019,10,Dry Season,Jhapa,8,6,3,1
366,1019,11,Dry Season,Jhapa,8,6,3,1
367,1019,2,Dry Season,Jhapa,8,6,3,1
368,1019,20,Dry Season,Jhapa,8,6,3,1
369,1019,1,Dry Season,Jhapa,8,6,3,1
370,1019,7,Dry Season,Jhapa,8,6,3,1
371,1019,3,Dry Season,Jhapa,8,6,3,1
372,1019,19,Dry Season,Jhapa,8,6,3,1
373,1019,18,Dry Season,Jhapa,8,6,3,1
374,1019,6,Dry Season,Jhapa,8,6,3,1
375,1019,14,Dry Season,Jhapa,8,6,3,1
376,1019,13,Dry Season,Jhapa,8,6,3,1
377,1019,4,Dry Season,Jhapa,8,6,3,1
378,1019,12,Dry Season,Jhapa,8,6,3,1
379,1019,15,Dry Season,Jhapa,8,6,3,1
380,1019,9,Dry Season,Jhapa,8,6,3,1
381,1020,8,Winter Season,Jhapa,8,9,3,1
382,1020,12,Winter Season,Jhapa,8,9,3,1
383,1020,17,Winter Season,Jhapa,8,9,3,1
384,1020,19,Winter Season,Jhapa,8,9,3,1
385,1020,11,Winter Season,Jhapa,8,9,3,1
386,1020,5,Winter Season,Jhapa,8,9,3,1
387,1020,1,Winter Season,Jhapa,8,9,3,1
388,1020,3,Winter Season,Jhapa,8,9,3,1
389,1020,4,Winter Season,Jhapa,8,9,3,1
390,1020,7,Winter Season,Jhapa,8,9,3,1
391,1020,6,Winter Season,Jhapa,8,9,3,1
392,1020,15,Winter Season,Jhapa,8,9,3,1
393,1020,2,Winter Season,Jhapa,8,9,3,1
394,1020,18,Winter Season,Jhapa,8,9,3,1
395,1020,20,Winter Season,Jhapa,8,9,3,1
396,1020,13,Winter Season,Jhapa,8,9,3,1
397,1020,14,Winter Season,Jhapa,8,9,3,1
398,1020,10,Winter Season,Jhapa,8,9,3,1
399,1020,9,Winter Season,Jhapa,8,9,3,1
400,1020,16,Winter Season,Jhapa,8,9,3,1
401,1021,14,Rainy Season,Jhapa,8,9,3,1
402,1021,17,Rainy Season,Jhapa,8,9,3,1
403,1021,13,Rainy Season,Jhapa,8,9,3,1
404,1021,1,Rainy Season,Jhapa,8,9,3,1
405,1021,9,Rainy Season,Jhapa,8,9,3,1
406,1021,2,Rainy Season,Jhapa,8,9,3,1
407,1021,5,Rainy Season,Jhapa,8,9,3,1
408,1021,20,Rainy Season,Jhapa,8,9,3,1
409,1021,12,Rainy Season,Jhapa,8,9,3,1
410,1021,3,Rainy Season,Jhapa,8,9,3,1
411,1021,6,Rainy Season,Jhapa,8,9,3,1
412,1021,18,Rainy Season,Jhapa,8,9,3,1
413,1021,10,Rainy Season,Jhapa,8,9,3,1
414,1021,19,Rainy Season,Jhapa,8,9,3,1
415,1021,7,Rainy Season,Jhapa,8,9,3,1
416,1021,11,Rainy Season,Jhapa,8,9,3,1
417,1021,15,Rainy Season,Jhapa,8,9,3,1
418,1021,4,Rainy Season,Jhapa,8,9,3,1
419,1021,16,Rainy Season,Jhapa,8,9,3,1
420,1021,8,Rainy Season,Jhapa,8,9,3,1
421,1022,20,Rainy Season,Jhapa,9,8,3,1
422,1022,17,Rainy Season,Jhapa,9,8,3,1
423,1022,10,Rainy Season,Jhapa,9,8,3,1
424,1022,13,Rainy Season,Jhapa,9,8,3,1
425,1022,9,Rainy Season,Jhapa,9,8,3,1
426,1022,12,Rainy Season,Jhapa,9,8,3,1
427,1022,15,Rainy Season,Jhapa,9,8,3,1
428,1022,2,Rainy Season,Jhapa,9,8,3,1
429,1022,5,Rainy Season,Jhapa,9,8,3,1
430,1022,11,Rainy Season,Jhapa,9,8,3,1
431,1022,14,Rainy Season,Jhapa,9,8,3,1
432,1022,3,Rainy Season,Jhapa,9,8,3,1
433,1022,6,Rainy Season,Jhapa,9,8,3,1
434,1022,19,Rainy Season,Jhapa,9,8,3,1
435,1022,16,Rainy Season,Jhapa,9,8,3,1
436,1022,7,Rainy Season,Jhapa,9,8,3,1
437,1022,4,Rainy Season,Jhapa,9,8,3,1
438,1022,8,Rainy Season,Jhapa,9,8,3,1
439,1022,1,Rainy Season,Jhapa,9,8,3,1
440,1022,18,Winter Season,Jhapa,9,8,3,1
441,1023,19,Rainy Season,Jhapa,12,11,3,1
442,1023,1,Rainy Season,Jhapa,12,11,3,1
443,1023,20,Rainy Season,Jhapa,12,11,3,1
444,1023,16,Rainy Season,Jhapa,12,11,3,1
445,1023,5,Rainy Season,Jhapa,12,11,3,1
446,1023,2,Rainy Season,Jhapa,12,11,3,1
447,1023,3,Rainy Season,Jhapa,12,11,3,1
448,1023,12,Rainy Season,Jhapa,12,11,3,1
449,1023,7,Rainy Season,Jhapa,12,11,3,1
450,1023,4,Rainy Season,Jhapa,12,11,3,1
451,1023,11,Rainy Season,Jhapa,12,11,3,1
452,1023,8,Rainy Season,Jhapa,12,11,3,1
453,1023,17,Rainy Season,Jhapa,12,11,3,1
454,1023,6,Rainy Season,Jhapa,12,11,3,1
455,1023,18,Rainy Season,Jhapa,12,11,3,1
456,1023,13,Rainy Season,Jhapa,12,11,3,1
457,1023,9,Rainy Season,Jhapa,12,11,3,1
458,1023,15,Rainy Season,Jhapa,12,11,3,1
459,1023,10,Rainy Season,Jhapa,12,11,3,1
460,1023,14,Rainy Season,Jhapa,12,11,3,1
461,1024,16,Dry Season,Jhapa,12,13,3,1
462,1024,2,Dry Season,Jhapa,12,13,3,1
463,1024,9,Dry Season,Jhapa,12,13,3,1
464,1024,6,Dry Season,Jhapa,12,13,3,1
465,1024,15,Dry Season,Jhapa,12,13,3,1
466,1024,18,Dry Season,Jhapa,12,13,3,1
467,1024,10,Dry Season,Jhapa,12,13,3,1
468,1024,1,Dry Season,Jhapa,12,13,3,1
469,1024,11,Dry Season,Jhapa,12,13,3,1
470,1024,20,Dry Season,Jhapa,12,13,3,1
471,1024,19,Dry Season,Jhapa,12,13,3,1
472,1024,3,Dry Season,Jhapa,12,13,3,1
473,1024,17,Dry Season,Jhapa,12,13,3,1
474,1024,5,Dry Season,Jhapa,12,13,3,1
475,1024,14,Dry Season,Jhapa,12,13,3,1
476,1024,7,Dry Season,Jhapa,12,13,3,1
477,1024,12,Dry Season,Jhapa,12,13,3,1
478,1024,4,Dry Season,Jhapa,12,13,3,1
479,1024,8,Dry Season,Jhapa,12,13,3,1
480,1024,13,Dry Season,Jhapa,12,13,3,1
481,1025,18,Rainy Season,Jhapa,16,4,3,1
482,1025,16,Rainy Season,Jhapa,16,4,3,1
483,1025,2,Rainy Season,Jhapa,16,4,3,1
484,1025,5,Rainy Season,Jhapa,16,4,3,1
485,1025,10,Rainy Season,Jhapa,16,4,3,1
486,1025,14,Rainy Season,Jhapa,16,4,3,1
487,1025,11,Rainy Season,Jhapa,16,4,3,1
488,1025,1,Rainy Season,Jhapa,16,4,3,1
489,1025,13,Winter Season,Jhapa,16,4,3,1
490,1025,17,Rainy Season,Jhapa,16,4,3,1
491,1025,6,Rainy Season,Jhapa,16,4,3,1
492,1025,15,Rainy Season,Jhapa,16,4,3,1
493,1025,7,Rainy Season,Jhapa,16,4,3,1
494,1025,3,Rainy Season,Jhapa,16,4,3,1
495,1025,12,Rainy Season,Jhapa,16,4,3,1
496,1025,19,Rainy Season,Jhapa,16,4,3,1
497,1025,4,Rainy Season,Jhapa,16,4,3,1
498,1025,20,Rainy Season,Jhapa,16,4,3,1
499,1025,9,Rainy Season,Jhapa,16,4,3,1
500,1025,8,Rainy Season,Jhapa,16,4,3,1
501,1026,13,Rainy Season,Jhapa,16,5,3,1
502,1026,19,Rainy Season,Jhapa,16,5,3,1
503,1026,5,Rainy Season,Jhapa,16,5,3,1
504,1026,10,Rainy Season,Jhapa,16,5,3,1
505,1026,8,Rainy Season,Jhapa,16,5,3,1
506,1026,7,Rainy Season,Jhapa,16,5,3,1
507,1026,12,Rainy Season,Jhapa,16,5,3,1
508,1026,20,Rainy Season,Jhapa,16,5,3,1
509,1026,1,Rainy Season,Jhapa,16,5,3,1
510,1026,6,Rainy Season,Jhapa,16,5,3,1
511,1026,9,Rainy Season,Jhapa,16,5,3,1
512,1026,3,Rainy Season,Jhapa,16,5,3,1
513,1026,16,Rainy Season,Jhapa,16,5,3,1
514,1026,14,Rainy Season,Jhapa,16,5,3,1
